,Height,Weight,BMI,FCVC,NCP,CH2O,FAF,TUE
9431,1.58,44.3,17.75,2.0,3.0,1.0,0.0,0.0
9432,1.77,105.0,33.52,2.0,3.0,3.0,1.0,1.0
9433,1.78,50.9,16.06,1.1,3.0,1.64,0.52,1.0
9434,1.76,89.7,28.96,2.1,3.0,2.0,0.0,0.32
9435,1.84,59.3,17.52,2.8,4.0,2.0,2.0,0.81
9436,1.7,80.0,27.68,2.0,1.0,2.0,1.0,0.0
9437,1.64,111.9,41.6,3.0,3.0,2.63,0.0,0.06
9438,1.78,90.0,28.41,2.9,3.0,2.18,2.16,0.0
9439,1.69,60.0,21.01,2.0,3.0,1.0,0.0,0.0
9440,1.71,97.0,33.17,2.0,3.0,2.0,2.98,1.0
9441,1.55,45.0,18.73,2.0,3.0,1.07,1.0,0.0
9442,1.86,121.3,35.06,2.9,2.7,2.15,0.99,0.0
9443,1.82,108.3,32.7,2.0,2.5,2.0,1.0,1.0
9444,1.72,78.0,26.37,2.0,1.0,2.0,1.0,0.0
9445,1.78,68.0,21.46,3.0,3.0,1.0,1.0,0.0
9446,1.72,88.0,29.75,2.0,3.0,2.0,1.0,1.0
9447,1.64,88.7,32.98,2.0,1.0,2.0,0.0,1.75
9448,1.63,110.6,41.63,3.0,3.0,2.61,0.0,0.37
9449,1.68,80.0,28.34,2.0,3.0,2.0,1.0,1.0
9450,1.62,54.5,20.77,2.0,3.0,2.0,1.0,0.0
9451,1.62,42.0,16.0,3.0,1.0,1.0,0.0,0.0
9452,1.91,110.0,30.15,2.0,1.0,2.0,1.0,0.0
9453,1.63,60.0,22.58,2.0,3.0,1.0,1.0,0.0
9454,1.82,108.2,32.67,2.0,1.9,2.15,1.0,0.0
9455,1.59,55.0,21.76,3.0,4.0,2.0,2.0,1.0
9456,1.71,83.8,28.66,2.0,3.0,2.0,0.0,1.0
9457,1.6,44.8,17.5,2.0,1.0,2.57,0.83,0.0
9458,1.88,90.0,25.46,2.0,3.0,2.0,3.0,0.0
9459,1.77,117.4,37.47,1.6,3.0,2.0,1.0,0.14
9460,1.82,122.8,37.07,3.0,3.0,2.0,0.75,0.0
9461,1.84,60.0,17.72,3.0,3.0,2.0,2.24,0.0
9462,1.53,53.0,22.64,2.0,3.0,1.0,1.0,1.0
9463,1.72,53.8,18.19,2.0,3.0,2.0,1.83,2.0
9464,1.74,85.2,28.14,2.0,3.0,1.93,1.88,0.0
9465,1.63,63.0,23.71,2.0,1.0,2.0,1.0,0.0
9466,1.76,54.8,17.69,3.0,3.0,2.0,2.0,1.0
9467,1.7,80.0,27.68,2.0,3.0,2.0,0.92,1.0
9468,1.59,80.0,31.64,2.0,3.0,2.0,2.0,0.0
9469,1.73,78.3,26.16,1.9,3.0,2.0,2.79,0.0
9470,1.6,82.0,32.03,2.0,1.0,2.0,1.0,0.0
9471,1.84,122.8,36.27,3.0,2.3,1.65,0.85,0.0
9472,1.6,44.6,17.42,3.0,1.7,1.24,0.0,0.0
9473,1.77,108.6,34.66,2.0,3.0,2.15,1.07,0.0
9474,1.63,55.0,20.7,2.0,3.0,2.0,1.0,1.0
9475,1.6,80.0,31.25,2.0,1.0,2.0,2.0,0.0
9476,1.63,83.0,31.24,3.0,1.0,3.0,0.0,2.0
9477,1.72,53.0,17.92,3.0,3.0,2.0,1.0,2.0
9478,1.83,95.9,28.64,2.0,3.0,2.98,0.78,1.98
9479,1.66,111.2,40.35,3.0,3.0,2.72,0.0,0.55
9480,1.65,80.0,29.38,2.0,3.0,2.0,2.0,1.0
9481,1.62,70.0,26.67,2.0,3.0,2.0,1.0,0.0
9482,1.62,50.0,19.05,2.0,3.0,1.0,1.0,1.0
9483,1.82,109.9,33.18,2.8,2.3,1.89,0.94,0.0
9484,1.64,53.0,19.71,2.0,3.0,2.0,2.0,1.0
9485,1.87,121.3,34.69,3.0,2.8,1.97,1.86,0.0
9486,1.56,58.0,23.83,3.0,3.0,1.0,3.0,0.0
9487,1.63,45.0,16.94,2.0,3.0,1.0,0.0,2.0
9488,1.75,55.5,18.12,1.5,3.5,2.0,2.0,1.0
9489,1.64,64.0,23.8,2.0,3.0,2.0,0.0,2.0
9490,1.75,70.0,22.86,2.0,3.0,3.0,1.0,0.0
9491,1.65,80.0,29.38,2.0,3.0,2.0,2.83,0.0
9492,1.7,78.0,26.99,2.0,3.0,2.0,0.0,1.0
9493,1.79,120.6,37.64,3.0,3.0,2.68,1.93,0.01
9494,1.85,121.3,35.44,2.9,2.7,2.86,1.12,0.0
9495,1.62,111.9,42.64,3.0,3.0,2.77,0.0,0.14
9496,1.54,49.0,20.66,3.0,3.0,3.0,0.0,0.0
9497,1.75,75.0,24.49,2.8,3.1,2.37,2.23,0.11
9498,1.74,76.2,25.17,2.0,3.0,1.93,1.98,0.0
9499,1.69,98.6,34.52,2.0,2.1,2.17,1.17,0.0
9500,1.62,59.0,22.48,3.0,3.0,2.0,2.0,0.0
9501,1.75,113.0,36.9,2.0,3.0,2.0,3.0,0.0
9502,1.9,75.0,20.78,3.0,3.0,3.0,2.0,0.0
9503,1.55,80.0,33.3,2.0,1.0,2.0,2.88,0.0
9504,1.78,88.4,27.9,2.0,3.0,2.0,0.0,1.55
9505,1.63,58.0,21.83,3.0,3.0,1.0,1.0,1.0
9506,1.64,111.9,41.6,3.0,3.0,2.63,0.0,0.29
9507,1.9,124.3,34.43,2.0,3.0,1.85,0.85,0.0
9508,1.75,78.0,25.47,2.0,1.0,2.0,1.0,0.0
9509,1.74,55.0,18.17,2.0,3.6,1.92,1.93,1.0
9510,1.85,51.1,14.93,3.0,3.0,2.2,0.0,0.14
9511,1.77,112.8,36.0,2.2,3.0,2.01,1.29,0.0
9512,1.63,59.0,22.21,3.0,3.0,2.0,0.0,1.0
9513,1.82,95.0,28.68,2.0,2.0,2.0,1.0,0.0
9514,1.72,95.0,32.11,2.0,3.0,2.0,0.0,1.48
9515,1.76,112.8,36.42,1.9,3.0,2.01,1.38,0.0
9516,1.74,94.7,31.28,2.0,3.0,2.0,2.82,1.97
9517,1.71,109.9,37.58,2.2,3.0,1.99,1.29,0.55
9518,1.8,85.0,26.23,3.0,3.0,2.0,1.0,1.0
9519,1.78,107.6,33.96,2.0,2.1,2.1,2.22,0.0
9520,1.75,95.0,31.02,2.0,3.0,3.0,2.0,2.0
9521,1.79,108.9,33.99,2.0,3.0,2.0,1.0,0.0
9522,1.77,73.0,23.3,2.0,3.0,1.0,1.0,1.0
9523,1.79,105.0,32.77,2.1,3.0,2.7,0.0,0.41
9524,1.77,97.0,30.96,2.0,3.0,1.0,1.0,0.0
9525,1.75,132.9,43.4,3.0,3.0,2.86,1.81,0.86
9526,1.75,65.0,21.22,2.0,3.0,2.0,2.0,0.0
9527,1.65,90.0,33.06,2.0,3.0,3.0,1.0,0.0
9528,1.63,110.1,41.44,3.0,3.0,2.62,0.0,0.16
9529,1.75,72.0,23.51,3.0,3.0,2.0,3.0,1.0
9530,1.7,70.0,24.22,2.0,1.0,2.0,1.0,2.0
9531,1.72,133.6,45.16,3.0,3.0,2.87,1.62,0.91
9532,1.72,133.9,45.26,3.0,3.0,2.83,1.41,0.72
9533,1.75,133.7,43.66,3.0,3.0,2.85,1.46,0.72
9534,1.69,52.6,18.42,2.0,3.0,1.13,0.52,1.69
9535,1.74,133.8,44.19,3.0,3.0,2.72,1.47,0.81
9536,1.83,121.6,36.31,3.0,2.3,1.85,0.34,0.0
9537,1.53,41.7,17.81,3.0,3.0,1.0,0.0,1.55
9538,1.75,133.8,43.69,3.0,3.0,2.96,1.46,0.93
9539,1.78,72.0,22.72,2.0,3.0,1.0,2.0,0.0
9540,1.91,129.0,35.36,2.0,3.0,1.49,1.49,0.0
9541,1.63,111.9,42.12,3.0,3.0,2.62,0.0,0.13
9542,1.7,50.0,17.3,2.0,3.0,2.0,2.0,2.0
9543,1.7,78.0,26.99,2.0,1.0,1.85,1.73,0.0
9544,1.75,117.6,38.4,2.6,3.0,2.02,2.0,0.0
9545,1.6,62.0,24.22,2.0,3.0,2.0,1.0,1.0
9546,1.7,99.2,34.33,2.0,3.0,2.84,1.0,0.01
9547,1.59,44.8,17.72,3.0,3.0,1.51,0.0,0.0
9548,1.76,85.8,27.7,2.1,3.0,2.17,2.7,0.0
9549,1.61,67.9,26.19,3.0,4.0,2.84,1.87,0.0
9550,1.6,78.1,30.51,2.8,3.0,1.4,1.35,0.0
9551,1.72,80.0,27.04,2.0,3.0,2.0,0.0,2.0
9552,1.85,122.0,35.65,2.3,2.8,1.77,0.81,0.0
9553,1.74,134.0,44.26,3.0,3.0,2.84,1.43,0.71
9554,1.72,51.6,17.44,2.8,3.0,2.44,0.46,2.0
9555,1.65,88.7,32.58,2.7,1.0,1.28,0.56,1.0
9556,1.72,96.0,32.45,2.0,3.0,1.0,1.0,0.0
9557,1.6,65.0,25.39,2.0,1.0,1.98,0.97,1.93
9558,1.64,111.5,41.46,3.0,3.0,2.32,0.0,0.54
9559,1.83,66.0,19.71,2.0,3.0,2.0,3.0,1.0
9560,1.68,65.0,23.03,2.0,3.0,2.0,0.0,1.0
9561,1.71,50.9,17.41,1.5,3.6,2.0,0.14,1.36
9562,1.75,133.0,43.43,3.0,3.0,2.82,1.46,0.9
9563,1.62,69.2,26.37,1.1,3.0,1.0,1.0,1.0
9564,1.63,111.9,42.12,3.0,3.0,2.64,0.0,0.13
9565,1.62,105.1,40.05,3.0,3.0,1.62,0.0,0.43
9566,1.65,73.6,27.03,3.0,3.0,2.0,1.0,0.0
9567,1.84,87.0,25.7,2.0,4.0,3.0,2.0,1.0
9568,1.72,86.1,29.1,2.0,3.0,2.0,1.0,1.74
9569,1.8,91.0,28.09,2.0,3.0,2.0,2.0,1.0
9570,1.85,115.0,33.6,2.0,3.0,3.0,2.0,0.0
9571,1.68,104.8,37.13,3.0,3.0,1.77,0.0,0.52
9572,1.75,133.5,43.59,3.0,3.0,2.84,1.43,0.8
9573,1.74,126.5,41.78,3.0,3.0,2.84,1.55,0.73
9574,1.7,50.0,17.3,3.0,3.0,1.0,1.0,1.0
9575,1.56,58.0,23.83,2.0,3.0,1.0,1.0,0.0
9576,1.7,85.0,29.41,2.0,3.0,2.09,0.0,1.55
9577,1.75,133.6,43.62,3.0,3.0,2.31,1.62,0.92
9578,1.62,69.6,26.52,2.5,1.7,2.07,0.11,0.78
9579,1.61,104.9,40.47,3.0,3.0,2.5,0.65,0.57
9580,1.63,104.8,39.44,3.0,3.0,1.48,0.0,0.57
9581,1.58,41.9,16.78,2.7,1.0,1.0,0.13,1.42
9582,1.55,63.0,26.22,3.0,1.0,2.0,0.0,0.0
9583,1.75,128.0,41.8,3.0,3.0,2.0,1.0,0.0
9584,1.86,117.7,34.02,2.7,2.1,2.0,0.6,0.36
9585,1.83,121.5,36.28,3.0,3.0,2.9,1.9,0.0
9586,1.7,85.0,29.41,3.0,4.0,2.0,2.0,0.0
9587,1.55,77.7,32.34,2.8,3.0,1.63,0.0,0.0
9588,1.72,70.0,23.66,2.0,4.0,2.0,2.0,1.0
9589,1.6,53.0,20.7,2.0,3.0,2.0,1.0,0.0
9590,1.65,90.0,33.06,3.0,3.0,1.0,0.0,1.0
9591,1.73,80.0,26.73,2.0,3.0,1.96,1.73,1.0
9592,1.56,71.8,29.5,3.0,1.8,2.0,2.0,1.0
9593,1.84,58.2,17.19,2.2,3.0,2.0,2.0,0.84
9594,1.75,79.5,25.96,2.0,3.0,2.0,1.0,1.0
9595,1.87,125.1,35.77,2.1,3.0,1.52,0.85,0.26
9596,1.63,111.9,42.12,3.0,3.0,2.61,0.0,0.01
9597,1.91,124.1,34.02,2.4,3.0,1.98,0.86,0.11
9598,1.59,102.3,40.47,3.0,3.0,1.12,0.0,0.25
9599,1.65,101.1,37.13,2.9,1.4,1.0,1.92,0.0
9600,1.66,67.0,24.31,2.0,3.0,2.0,1.0,1.0
9601,1.87,125.0,35.75,2.0,3.0,2.0,1.0,1.0
9602,1.68,83.0,29.41,2.0,1.0,2.0,1.0,0.0
9603,1.81,149.9,45.76,3.0,3.0,2.37,2.0,0.89
9604,1.77,120.3,38.4,2.5,3.0,2.52,0.82,0.98
9605,1.61,111.9,43.17,3.0,3.0,2.72,0.0,0.09
9606,1.79,80.0,24.97,2.0,3.0,1.0,2.0,1.0
9607,1.78,115.6,36.49,2.2,3.0,2.04,1.62,0.0
9608,1.6,45.0,17.58,3.0,3.0,2.3,1.3,0.0
9609,1.75,70.0,22.86,2.0,4.0,2.0,2.0,2.0
9610,1.62,58.0,22.1,2.0,3.0,1.0,0.0,1.0
9611,1.64,102.2,38.0,3.0,3.0,1.03,0.03,0.92
9612,1.72,150.4,50.84,3.0,3.0,2.84,2.0,0.77
9613,1.71,98.7,33.75,2.0,2.4,1.88,0.0,1.0
9614,1.75,118.3,38.63,3.0,3.0,2.53,0.96,1.34
9615,1.85,80.0,23.37,2.0,3.0,1.0,2.0,1.0
9616,1.72,97.0,32.79,2.0,3.0,3.0,2.0,1.0
9617,1.66,114.1,41.41,3.0,3.0,2.91,0.36,0.55
9618,1.91,129.7,35.55,3.0,3.0,1.66,0.48,0.0
9619,1.78,115.0,36.3,2.8,3.0,2.18,1.5,0.75
9620,1.82,118.4,35.74,2.1,3.0,2.17,0.88,0.0
9621,1.72,52.0,17.58,2.0,3.0,2.0,1.0,1.0
9622,1.69,67.9,23.77,3.0,1.5,2.0,1.03,1.67
9623,1.8,85.0,26.23,2.0,3.0,2.0,0.0,2.0
9624,1.78,137.9,43.52,3.0,3.0,2.53,1.61,0.84
9625,1.75,133.9,43.72,3.0,3.0,2.84,1.41,0.81
9626,1.79,102.8,32.08,3.0,2.8,1.0,1.08,0.0
9627,1.77,114.8,36.64,2.2,3.0,2.12,1.02,0.0
9628,1.78,101.1,31.91,2.0,3.0,2.95,2.0,0.0
9629,1.66,113.9,41.33,3.0,3.0,2.39,0.27,0.01
9630,1.75,78.4,25.6,2.6,3.0,2.0,1.68,0.0
9631,1.69,90.0,31.51,2.0,3.0,2.14,0.18,1.0
9632,1.79,114.3,35.67,2.2,3.0,2.13,1.36,0.08
9633,1.79,160.9,50.22,3.0,3.0,2.32,1.68,0.92
9634,1.7,78.0,26.99,2.0,2.1,2.0,0.0,1.64
9635,1.7,78.0,26.99,3.0,3.0,2.0,2.0,1.0
9636,1.76,52.0,16.79,3.0,3.0,2.0,2.0,0.0
9637,1.76,117.4,37.9,1.5,3.0,2.0,1.38,0.63
9638,1.83,60.0,17.92,2.7,4.0,2.0,1.0,0.0
9639,1.75,118.2,38.6,2.3,3.0,2.0,0.77,0.0
9640,1.69,56.0,19.61,2.0,3.0,2.0,2.0,1.0
9641,1.65,72.0,26.45,3.0,3.0,3.0,1.0,0.0
9642,1.63,82.0,30.86,2.3,1.0,2.0,0.0,0.14
9643,1.58,53.0,21.23,2.0,3.0,1.0,2.0,1.0
9644,1.57,55.0,22.31,3.0,3.0,1.0,1.0,0.0
9645,1.63,111.0,41.78,3.0,3.0,2.7,0.0,0.53
9646,1.74,131.3,43.37,3.0,3.0,1.8,1.73,0.97
9647,1.84,89.9,26.55,1.8,3.0,2.0,1.97,1.0
9648,1.65,60.0,22.04,3.0,3.0,2.0,0.0,1.0
9649,1.6,55.0,21.48,2.0,3.0,2.0,1.0,0.0
9650,1.83,120.9,36.1,2.8,3.0,2.97,1.16,0.76
9651,1.7,49.0,16.96,3.0,3.0,2.0,2.0,0.0
9652,1.56,58.0,23.83,2.0,3.0,2.0,0.0,0.0
9653,1.65,85.0,31.22,2.0,3.0,2.0,1.0,1.0
9654,1.86,115.1,33.27,2.0,1.9,2.45,1.19,1.46
9655,1.66,50.0,18.14,2.7,3.0,1.87,0.87,0.86
9656,1.84,119.1,35.18,3.0,3.0,2.04,0.68,0.63
9657,1.64,111.8,41.57,3.0,3.0,2.55,0.0,0.22
9658,1.75,137.8,45.0,3.0,3.0,2.18,1.98,0.91
9659,1.61,105.5,40.7,3.0,3.0,1.71,0.03,0.92
9660,1.61,67.9,26.19,2.3,4.0,2.78,1.93,1.89
9661,1.64,111.9,41.6,3.0,3.0,2.89,0.0,0.1
9662,1.75,120.0,39.18,2.0,3.0,3.0,0.0,1.0
9663,1.7,80.0,27.68,1.0,3.0,2.0,1.0,1.0
9664,1.57,39.1,15.86,1.6,3.0,1.33,0.1,2.0
9665,1.75,133.8,43.69,3.0,3.0,2.84,1.54,0.77
9666,1.63,111.9,42.12,3.0,3.0,2.65,0.0,0.13
9667,1.73,95.0,31.74,2.0,3.0,2.0,0.0,1.97
9668,1.7,91.1,31.52,2.3,3.0,1.28,1.57,0.07
9669,1.81,152.4,46.52,3.0,3.0,2.35,0.13,0.76
9670,1.7,80.3,27.79,2.7,2.6,2.0,0.81,0.63
9671,1.6,60.0,23.44,3.0,3.0,1.0,1.0,0.0
9672,1.63,111.9,42.12,3.0,3.0,2.68,0.0,0.01
9673,1.7,53.0,18.34,2.0,3.0,2.0,3.0,1.0
9674,1.71,84.7,28.97,2.9,3.0,3.0,2.0,0.83
9675,1.59,49.0,19.38,3.0,3.0,1.0,2.0,1.0
9676,1.56,53.0,21.78,3.0,3.0,2.0,2.0,1.0
9677,1.78,79.0,24.93,2.0,4.0,2.0,3.0,0.0
9678,1.76,133.9,43.23,3.0,3.0,2.87,1.5,0.77
9679,1.72,52.0,17.58,2.0,3.0,1.0,2.0,1.0
9680,1.74,94.0,31.05,2.0,3.0,2.0,2.0,0.0
9681,1.57,62.9,25.52,2.0,1.0,1.62,0.15,0.27
9682,1.67,83.6,29.98,2.0,1.0,2.37,0.38,2.0
9683,1.76,118.5,38.26,2.0,3.0,2.29,0.6,1.99
9684,1.7,62.0,21.45,3.0,3.0,2.0,1.0,0.0
9685,1.7,75.0,25.95,2.0,3.0,2.0,2.0,1.0
9686,1.65,80.0,29.38,2.0,3.0,1.0,0.0,0.0
9687,1.59,39.6,15.66,2.0,3.0,2.0,0.97,2.0
9688,1.7,85.0,29.41,2.0,3.0,2.0,2.0,1.0
9689,1.65,80.0,29.38,2.0,1.0,2.0,2.0,0.0
9690,1.55,77.0,32.05,2.0,3.0,1.0,0.0,0.0
9691,1.6,111.8,43.67,3.0,3.0,2.47,0.0,0.55
9692,1.91,129.9,35.61,2.2,3.0,1.2,0.91,0.44
9693,1.69,79.7,27.91,2.6,3.0,2.0,0.0,0.0
9694,1.64,111.9,41.6,3.0,3.0,2.63,0.0,0.02
9695,1.81,120.8,36.87,2.6,3.0,2.3,1.88,0.69
9696,1.78,80.0,25.25,2.0,3.0,2.0,1.0,1.0
9697,1.8,60.0,18.52,2.0,4.0,2.0,2.0,1.0
9698,1.63,106.9,40.23,3.0,3.0,2.77,0.0,0.78
9699,1.7,68.0,23.53,2.0,3.0,2.0,0.0,1.0
9700,1.72,52.3,17.68,1.8,3.0,1.27,0.81,1.59
9701,1.79,125.4,39.14,2.9,3.0,1.49,1.93,0.0
9702,1.8,85.0,26.23,3.0,3.0,3.0,2.0,0.0
9703,1.84,121.3,35.83,3.0,3.0,2.95,1.35,0.0
9704,1.67,68.0,24.38,3.0,3.0,2.0,1.0,2.0
9705,1.62,104.9,39.97,3.0,3.0,1.03,0.01,0.41
9706,1.72,76.0,25.69,2.0,3.0,1.01,0.99,0.45
9707,1.69,111.6,39.07,3.0,3.0,2.47,0.04,0.79
9708,1.63,111.6,42.0,3.0,3.0,2.51,0.0,0.68
9709,1.79,105.0,32.77,2.0,3.0,3.0,0.0,2.0
9710,1.79,152.4,47.56,3.0,3.0,2.96,1.94,0.96
9711,1.8,70.0,21.6,3.0,3.0,1.0,1.0,1.0
9712,1.53,77.0,32.89,2.0,3.0,1.0,0.0,0.0
9713,1.71,83.0,28.38,2.0,1.2,2.0,2.3,0.0
9714,1.75,133.1,43.46,3.0,3.0,2.87,1.61,0.92
9715,1.64,110.9,41.23,3.0,3.0,2.85,0.0,0.46
9716,1.76,58.9,19.01,3.0,3.0,2.0,2.01,1.0
9717,1.67,89.0,31.91,2.0,3.0,1.38,0.09,1.0
9718,1.72,75.0,25.35,2.0,3.0,1.0,1.0,1.0
9719,1.6,40.3,15.74,2.7,3.0,1.0,1.87,1.08
9720,1.63,105.0,39.52,3.0,3.0,2.65,0.0,0.27
9721,1.72,70.0,23.66,2.0,2.0,2.78,0.92,0.0
9722,1.76,51.9,16.75,2.7,3.0,2.0,0.79,2.0
9723,1.72,104.8,35.42,3.0,3.0,2.77,0.11,0.57
9724,1.59,79.3,31.37,2.8,2.7,2.54,1.0,0.47
9725,1.7,80.0,27.68,2.0,1.0,2.0,1.0,1.0
9726,1.71,75.1,25.68,2.0,4.0,2.64,1.86,0.65
9727,1.73,131.6,43.97,3.0,3.0,1.65,1.47,0.95
9728,1.62,70.0,26.67,2.0,3.0,2.0,1.0,1.0
9729,1.76,112.0,36.16,1.3,3.0,2.04,0.0,0.0
9730,1.79,105.1,32.8,2.0,3.0,2.85,2.0,1.89
9731,1.7,75.0,25.95,2.0,3.0,2.0,1.0,1.0
9732,1.86,121.6,35.15,3.0,2.3,2.53,1.28,0.0
9733,1.74,84.7,27.98,3.0,3.0,2.0,0.31,0.0
9734,1.81,93.3,28.48,2.0,2.9,1.0,0.0,0.95
9735,1.82,64.3,19.41,3.0,3.0,1.78,0.0,0.08
9736,1.79,108.7,33.93,2.0,3.0,2.71,1.0,1.43
9737,1.82,87.0,26.26,3.0,3.0,3.0,3.0,0.0
9738,1.62,68.1,25.95,1.8,4.0,2.17,0.92,1.51
9739,1.76,110.1,35.54,2.5,3.0,2.74,0.0,1.44
9740,1.72,80.8,27.31,2.2,3.7,2.0,1.82,0.0
9741,1.66,64.0,23.23,3.0,3.0,2.0,0.0,1.0
9742,1.63,45.0,16.94,3.0,3.0,2.0,1.0,0.0
9743,1.71,75.4,25.79,1.3,3.0,2.0,0.97,1.0
9744,1.76,112.2,36.22,2.6,3.0,2.0,1.35,0.0
9745,1.64,49.8,18.52,3.0,3.0,1.0,1.0,1.0
9746,1.7,75.0,25.95,2.0,3.0,2.0,1.0,0.0
9747,1.7,102.8,35.57,2.6,1.1,1.0,1.66,0.0
9748,1.52,69.0,29.86,2.0,1.0,1.0,1.0,0.0
9749,1.61,63.0,24.3,2.8,3.0,1.83,0.0,0.33
9750,1.77,118.3,37.76,2.7,3.0,2.17,1.07,0.69
9751,1.64,111.2,41.34,3.0,3.0,2.63,0.0,0.22
9752,1.66,102.1,37.05,3.0,3.0,1.03,0.07,0.91
9753,1.84,60.0,17.72,2.0,2.0,1.0,1.0,0.0
9754,1.74,133.9,44.23,3.0,3.0,2.86,1.97,0.83
9755,1.67,57.0,20.44,3.0,3.0,2.0,0.0,2.0
9756,1.6,56.0,21.87,2.0,3.0,2.0,2.0,0.0
9757,1.75,54.2,17.7,3.0,4.0,2.05,1.67,0.0
9758,1.66,60.0,21.77,2.0,3.0,2.0,2.0,0.0
9759,1.78,105.0,33.14,2.7,3.0,1.04,0.18,0.56
9760,1.62,62.0,23.62,2.0,3.0,2.0,2.0,0.0
9761,1.72,52.1,17.61,2.0,3.0,2.0,0.13,1.75
9762,1.7,75.0,25.95,2.0,3.0,3.0,1.0,0.0
9763,1.64,44.6,16.58,3.0,1.0,2.31,0.55,0.0
9764,1.91,129.2,35.42,2.6,3.0,1.34,1.1,0.0
9765,1.57,51.0,20.69,3.0,3.0,2.0,1.0,1.0
9766,1.75,80.0,26.12,1.6,3.0,2.0,2.89,0.0
9767,1.7,50.0,17.3,3.0,3.0,1.0,1.0,2.0
9768,1.68,49.0,17.36,2.0,3.0,1.0,1.34,1.0
9769,1.7,90.0,31.14,2.0,3.0,3.0,0.0,0.27
9770,1.6,66.1,25.82,2.1,3.0,1.87,0.93,0.0
9771,1.64,70.0,26.03,2.6,3.0,1.62,0.78,1.0
9772,1.62,68.0,25.91,2.0,1.0,3.0,1.0,0.0
9773,1.65,62.0,22.77,2.0,3.0,2.0,1.0,1.0
9774,1.8,85.0,26.23,3.0,3.0,3.0,2.0,1.0
9775,1.68,73.0,25.86,2.0,3.0,1.0,2.0,0.0
9776,1.91,129.2,35.42,2.3,3.0,2.83,1.49,0.0
9777,1.63,111.6,42.0,3.0,3.0,2.87,0.0,0.13
9778,1.71,82.2,28.11,2.0,1.9,1.99,0.41,1.36
9779,1.6,55.0,21.48,3.0,3.0,2.0,2.0,2.0
9780,1.64,111.8,41.57,3.0,3.0,2.87,0.02,0.58
9781,1.59,50.2,19.86,2.0,3.0,1.86,0.0,1.33
9782,1.79,115.4,36.02,1.8,3.0,2.12,1.16,0.15
9783,1.72,52.0,17.58,3.0,3.0,1.55,1.0,1.0
9784,1.71,134.0,45.83,3.0,3.0,1.25,1.58,0.95
9785,1.8,51.0,15.74,2.0,3.0,1.55,0.53,1.0
9786,1.7,95.0,32.87,2.0,3.0,2.0,2.0,1.0
9787,1.72,68.0,22.99,2.0,3.0,1.0,1.0,1.0
9788,1.74,82.0,27.08,2.3,3.0,1.48,0.0,1.44
9789,1.51,62.6,27.45,2.5,1.0,2.0,1.68,0.0
9790,1.76,114.1,36.83,3.0,3.0,2.5,0.08,0.47
9791,1.7,75.0,25.95,3.0,3.0,2.0,0.0,1.0
9792,1.75,133.5,43.59,3.0,3.0,1.84,1.61,0.9
9793,1.56,77.2,31.72,2.0,2.3,1.96,0.0,0.0
9794,1.61,102.3,39.47,3.0,3.0,1.02,0.05,1.0
9795,1.82,105.6,31.88,2.0,3.0,2.72,0.79,1.84
9796,1.78,108.0,34.09,2.0,3.0,3.0,1.0,1.0
9797,1.58,65.0,26.04,2.0,3.0,2.45,1.92,1.36
9798,1.75,120.4,39.31,2.4,3.0,2.07,0.88,0.0
9799,1.7,80.0,27.68,2.0,3.0,3.0,2.0,1.0
9800,1.83,120.6,36.01,2.9,3.0,2.18,2.0,0.96
9801,1.77,119.1,38.02,1.9,3.0,2.0,1.25,0.86
9802,1.71,128.9,44.08,3.0,3.0,1.49,0.53,0.93
9803,1.66,60.0,21.77,3.0,3.0,2.0,0.0,0.0
9804,1.7,75.0,25.95,2.0,3.0,1.0,1.0,1.0
9805,1.54,48.0,20.24,1.0,3.0,2.0,2.0,0.0
9806,1.76,84.0,27.12,2.1,3.0,3.0,0.94,0.0
9807,1.62,111.9,42.64,3.0,3.0,2.61,0.0,0.45
9808,1.5,50.0,22.22,2.0,3.0,2.0,0.0,0.0
9809,1.63,82.0,30.86,3.0,3.0,2.82,0.0,1.0
9810,1.78,65.0,20.52,3.0,3.0,2.0,1.0,1.0
9811,1.79,96.7,30.18,2.0,2.7,2.94,2.24,1.36
9812,1.87,120.6,34.49,2.2,3.0,2.85,1.68,0.18
9813,1.62,110.1,41.95,3.0,3.0,2.62,0.0,0.45
9814,1.71,91.4,31.26,1.8,1.9,2.0,0.0,0.07
9815,1.61,69.5,26.81,2.0,1.3,3.0,1.0,0.0
9816,1.6,60.0,23.44,2.0,3.0,2.0,1.0,1.0
9817,1.67,104.7,37.54,3.0,3.0,1.13,0.06,0.54
9818,1.81,107.0,32.66,2.0,3.0,2.62,2.0,0.51
9819,1.82,154.0,46.49,3.0,3.0,2.5,2.0,0.63
9820,1.79,118.3,36.92,2.3,3.0,2.0,0.88,1.34
9821,1.65,80.0,29.38,2.0,3.0,2.26,0.55,2.0
9822,1.75,60.0,19.59,2.0,3.0,2.0,1.0,0.0
9823,1.67,75.0,26.89,2.0,3.0,2.0,1.0,1.0
9824,1.65,88.0,32.32,2.5,3.0,1.0,1.67,1.28
9825,1.87,117.6,33.63,1.4,3.0,2.04,1.08,0.63
9826,1.69,75.0,26.26,3.0,3.0,2.0,1.0,0.0
9827,1.78,64.0,20.2,2.0,3.0,3.0,1.0,0.0
9828,1.85,121.8,35.59,2.9,3.0,1.0,1.88,0.97
9829,1.84,112.3,33.17,2.0,3.0,1.95,0.0,0.0
